Securities Info - Securities,,,,,,,,,,,,,,,,,,,,,
As of 09/10/2025
Security No,ISIN ,Name (Hebrew),Name (English),Symbol (Hebrew),Symbol (English),Type of Security (Hebrew),Type of Security (English),Company Supersector (Hebrew),Company Supersector (English),Company Sector (Hebrew),Company Sector (English),Company Subsector (Hebrew),Company Subsector (English),Index Membership (Hebrew),Index Membership (English),Corporate No.,Issuer No.,Issuer Name (Hebrew),Issuer Name (English),Incorporation (Hebrew),Incorporation (English)
1168350,IL0011683500,מגוריט    אגח ב,MGURIT       B2,מגרט.ק2,MGRT.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
1175975,IL0011759755,מגוריט    אגח ג,MGURIT B3,מגרט.ק3,MGRT.B3,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
1185834,IL0011858342,מגוריט    אגח ד,MGURIT B4,מגרט.ק4,MGRT.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
1192129,IL0011921298,מגוריט    אגח ה,MGURIT B5,מגרט.ק5,MGRT.B5,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
1203504,IL0012035049,מגוריט    אגח ו,MGURIT B6,מגרט.ק6,MGRT.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
494013,IL0004940131,מיה דיינמיקס,MIA DYNAMICS,מיה,MIA,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Industrials",520039900,494,מיה דיינמיקס,MIA DYNAMICS,ישראל,Israel
1224617,IL0012246174,מיה דינמיקס אג1,MIA DYNAMICS C1,מיה.ה1,MIA.C1,אג''ח להמרה,Convertible,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,,,520039900,494,מיה דיינמיקס,MIA DYNAMICS,ישראל,Israel
1179753,IL0011797532,מכלול מימון,MICHLOL FIN,מכלל,MCLL,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",515763845,1944,מכלול מימון,MICHLOL FINANCE,ישראל,Israel
1187277,IL0011872772,מכלול אגח א,MICHLOL FIN B1,מכלל.ק1,MCLL.B1,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,515763845,1944,מכלול מימון,MICHLOL FINANCE,ישראל,Israel
1214675,IL0012146754,מכלול אגח ב,MICHLOL FIN B2,מכלל.ק2,MCLL.B2,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",515763845,1944,מכלול מימון,MICHLOL FINANCE,ישראל,Israel
1172337,IL0011723371,מיכמן,MICHMAN,מכמן,MCMN,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus",515185999,1853,מיכמן,MICHMAN,ישראל,Israel
1177633,IL0011776338,מיכמן     אגח א,MICHMAN B1,מכמן.ק1,MCMN.B1,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,515185999,1853,מיכמן,MICHMAN,ישראל,Israel
1206663,IL0012066630,מיכמן     אגח ג,MICHMAN B3,מכמן.ק3,MCMN.B3,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"תל בונד-מאגר ,תל בונד-תשואות שקלי ,All-Bond כללי ,All-Bond שקלי","Tel Bond-Composite ,Tel Bond-Yields Shekel ,All-Bond Composite ,All-Bond Shekel",515185999,1853,מיכמן,MICHMAN,ישראל,Israel
1215110,IL0012151101,מיכמן     אגח ד,MICHMAN B4,מכמן.ק4,MCMN.B4,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"תל בונד-מאגר ,תל בונד-תשואות שקלי ,All-Bond כללי ,All-Bond שקלי","Tel Bond-Composite ,Tel Bond-Yields Shekel ,All-Bond Composite ,All-Bond Shekel",515185999,1853,מיכמן,MICHMAN,ישראל,Israel
1228782,IL0012287822,מיכמן     אגח ה,MICHMAN B5,מכמן.ק5,MCMN.B5,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,515185999,1853,מיכמן,MICHMAN,ישראל,Israel
1206671,IL0012066713,מיכמן      אפ 1,MICHMAN W1,מכמן.א1,MCMN.W1,אופציה למניה,Warrant for share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,515185999,1853,מיכמן,MICHMAN,ישראל,Israel
1229335,IL0012293358,מכפל טכנולוגיות,MICHPAL TECH,מכפל,MCPL,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,,,510996481,2511,מיכפל,MICHPAL,ישראל,Israel
1142785,IL0011427858,מגדל הון  אגח ו,MIGDAL FUND  B6,מגדה.ק6,MGDF.B6,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1156041,IL0011560419,מגדל הון  אגח ז,MIGDAL FUND  B7,מגדה.ק7,MGDF.B7,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1192079,IL0011920795,מגדל הון  אגח י,MIGDAL FUND B10,מגדה.ק10,MGDF.B10,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1197565,IL0011975658,מגדל הון אגח יא,MIGDAL FUND B11,מגדה.ק11,MGDF.B11,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1197573,IL0011975732,מגדל הון אגח יב,MIGDAL FUND B12,מגדה.ק12,MGDF.B12,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1207521,IL0012075219,מגדל הון אגח יד,MIGDAL FUND B14,מגדה.ק14,MGDF.B14,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1228410,IL0012284100,מגדל הון אגח טו,MIGDAL FUND B15,מגדה.ק15,MGDF.B15,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1228428,IL0012284282,מגדל הון אגח טז,MIGDAL FUND B16,מגדה.ק16,MGDF.T16,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1207513,IL0012075136,מגדל הון אגח יג,MIGDAL FUND B31,מגדה.ק13,MGDF.B13,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1182955,IL0011829558,מגדל הון  אגח ח,MIGDAL FUND B8,מגדה.ק8,MGDF.B8,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1185628,IL0011856288,מגדל הון  אגח ט,MIGDAL FUND B9,מגדה.ק9,MGDF.B9,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,513230029,1597,מגדל ביטוח הון,MIGDAL INS FUND,ישראל,Israel
1081165,IL0010811656,מגדל ביטוח,MIGDAL INSUR.,מגדל,MGDL,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"ת''א-90 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-ביטוח","TA-90 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Insurance",520029984,1041,מגדל ביטוח,MIGDAL INSUR.,ישראל,Israel
1167501,IL0011675019,מילניום פוד יהש,MILLENNIUM F PU,מיפט,MIFT,יחידת השתתפות,Participating unit,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,,,540288149,1806,מילניום פוד-טק,MILLENNIUM FDTC,ישראל,Israel
1550169,IL0015501690,מנרב      אגח ד,MINRAV B4,מנרב.ק4,MNRV.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"תל בונד-תשואות ,תל בונד-מאגר ,All-Bond כללי ,All-Bond צמודות","Tel Bond-Yields ,Tel Bond-Composite ,All-Bond Composite ,All-Bond CPI-Linked",520034505,155,מנרב,MINRAV,ישראל,Israel
1204692,IL0012046921,מנרב      אגח ה,MINRAV B5,מנרב.ק5,MNRV.B5,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520034505,155,מנרב,MINRAV,ישראל,Israel
1217355,IL0012173550,מנרב      אגח ו,MINRAV B6,מנרב.ק6,MNRV.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"תל בונד-מאגר ,תל בונד-תשואות שקלי ,All-Bond כללי ,All-Bond שקלי","Tel Bond-Composite ,Tel Bond-Yields Shekel ,All-Bond Composite ,All-Bond Shekel",520034505,155,מנרב,MINRAV,ישראל,Israel
1182542,IL0011825424,מירלנד    אגח ח,MIRLAND B8,מרלד.ק8,MLD.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,,1502,מירלנד-ש,MIRLAND-M,קפריסין,Cyprus
1182559,IL0011825598,מירלנד  אג ט-ש,MIRLAND C9-M,מלד.ה9-ש,MLD.C9M,אג''ח להמרה,Convertible,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,,1502,מירלנד-ש,MIRLAND-M,קפריסין,Cyprus
1108638,CY0106902113,מירלנד-ש,MIRLAND-M,מרלד-ס,MLD-M,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,,1502,מירלנד-ש,MIRLAND-M,קפריסין,Cyprus
1105196,IL0011051963,מישורים,MISHORIM,מישר,MSHR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-מניב חו''ל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Investment Properties Abroad",511491839,1467,מישורים,MISHORIM,ישראל,Israel
1143163,IL0011431637,מישורים   אגח ח,MISHORIM     B8,מישר.ק8,MSHR.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,,,511491839,1467,מישורים,MISHORIM,ישראל,Israel
1212547,IL0012125477,מישורים   אגח י,MISHORIM B10,מישר.ק10,MSHR.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"תל בונד-תשואות ,תל בונד-מאגר ,All-Bond כללי ,All-Bond צמודות","Tel Bond-Yields ,Tel Bond-Composite ,All-Bond Composite ,All-Bond CPI-Linked",511491839,1467,מישורים,MISHORIM,ישראל,Israel
1178797,IL0011787970,מישורים   אגח ט,MISHORIM B9,מישר.ק9,MSHR.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,"תל בונד-תשואות ,תל בונד-מאגר ,All-Bond כללי ,All-Bond צמודות","Tel Bond-Yields ,Tel Bond-Composite ,All-Bond Composite ,All-Bond CPI-Linked",511491839,1467,מישורים,MISHORIM,ישראל,Israel
226019,IL0002260193,מבנה,MIVNE,מבנה,MVNE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-35 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520024126,226,מבנה,MIVNE,ישראל,Israel
2260438,IL0022604388,מבנה אגח טז,MIVNE B16,מבנה.ק16,MVNE.B16,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי AA-A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel AA-AAA ,All-Bond Composite ,All-Bond Shekel",520024126,226,מבנה,MIVNE,ישראל,Israel
2260446,IL0022604461,מבנה אגח יז,MIVNE B17,מבנה.ק17,MVNE.B17,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520024126,226,מבנה,MIVNE,ישראל,Israel
2260487,IL0022604875,מבנה אגח יט,MIVNE B19,מבנה.ק19,MVNE.B19,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520024126,226,מבנה,MIVNE,ישראל,Israel
2260495,IL0022604958,מבנה אגח כ,MIVNE B20,מבנה.ק20,MVNE.B20,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520024126,226,מבנה,MIVNE,ישראל,Israel
